course_name,course_code,section,Fall-2024,registration_dates,level,credit,campus,schedule_type,instructional_method,type,time,days,location,date_range,lecture_type,instructors
Acting 1,80199,THTR 27100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,2:00 pm - 3:15 pm,TR,Fine Arts FA 229,"Aug 26, 2024 - Dec 14, 2024",Lecture,Ann Elizabeth  Calhoun (P)
Practicum,80201,THTR 38400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Kevin   Trudeau (P)
Acting Practicum,80202,THTR 40000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Acting Practicum,80202,THTR 40000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Acting Practicum,80203,THTR 40000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Acting Practicum,80203,THTR 40000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Costume Practicum,80204,THTR 40200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Celeste   Mackey (P)
Costume Practicum,80204,THTR 40200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Celeste   Mackey (P)
Costume Practicum,80205,THTR 40200,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Celeste   Mackey (P)
Costume Practicum,80205,THTR 40200,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Celeste   Mackey (P)
Directing Practicum,80206,THTR 40400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Directing Practicum,80206,THTR 40400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Directing Practicum,80207,THTR 40400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Ann Elizabeth  Calhoun (P)
Directing Practicum,80207,THTR 40400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Ann Elizabeth  Calhoun (P)
House Management Practicum,80208,THTR 40600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Roxiana Marie  Fuqua (P)
House Management Practicum,80208,THTR 40600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Roxiana Marie  Fuqua (P)
House Management Practicum,80209,THTR 40600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Roxiana Marie  Fuqua (P)
House Management Practicum,80209,THTR 40600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Roxiana Marie  Fuqua (P)
Box Office Practicum,80210,THTR 40700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Roxiana Marie  Fuqua (P)
Box Office Practicum,80210,THTR 40700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Roxiana Marie  Fuqua (P)
Box Office Practicum,80211,THTR 40700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Roxiana Marie  Fuqua (P)
Box Office Practicum,80211,THTR 40700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Roxiana Marie  Fuqua (P)
Props Practicum,80212,THTR 41000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,David J  Pomatto (P)
Props Practicum,80212,THTR 41000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,David J  Pomatto (P)
Props Practicum,80213,THTR 41000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,David J  Pomatto (P)
Props Practicum,80213,THTR 41000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,David J  Pomatto (P)
Publicity Practicum,80214,THTR 41200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Roxiana Marie  Fuqua (P)
Publicity Practicum,80214,THTR 41200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Experiential,Roxiana Marie  Fuqua (P)
Publicity Practicum,80215,THTR 41200,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Experiential,Roxiana Marie  Fuqua (P)
Sound Practicum,80216,THTR 41400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,David J  Pomatto (P)
Sound Practicum,80216,THTR 41400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,David J  Pomatto (P)
Sound Practicum,80217,THTR 41400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,David J  Pomatto (P)
Sound Practicum,80217,THTR 41400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,David J  Pomatto (P)
Technical Theatre Practicum,80218,THTR 41500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Andrew C  Nelsen (P)
Technical Theatre Practicum,80218,THTR 41500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Andrew C  Nelsen (P)
Technical Theatre Practicum,80219,THTR 41500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Andrew C  Nelsen (P)
Technical Theatre Practicum,80219,THTR 41500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Andrew C  Nelsen (P)
Stage Management Practicum,80220,THTR 41600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Andrew C  Nelsen (P)
Stage Management Practicum,80220,THTR 41600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Andrew C  Nelsen (P)
Stage Management Practicum,80221,THTR 41600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Andrew C  Nelsen (P)
Stage Management Practicum,80221,THTR 41600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Andrew C  Nelsen (P)
Lighting Practicum,80222,THTR 41700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Oct 19, 2024",Experiential,Andrew C  Nelsen (P)
Lighting Practicum,80222,THTR 41700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Oct 19, 2024",Experiential,Andrew C  Nelsen (P)
Lighting Practicum,80223,THTR 41700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Experiential,Andrew C  Nelsen (P)
Lighting Practicum,80223,THTR 41700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Blended Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Oct 21, 2024 - Dec 14, 2024",Experiential,Andrew C  Nelsen (P)
Playwriting Practicum,80224,THTR 42000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Kevin   Trudeau (P)
Dramaturgy Practicum,80225,THTR 42500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Experiential,Kevin   Trudeau (P)
Dramaturgy Practicum,80226,THTR 42500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Experiential,Kevin   Trudeau (P)
Career Preparation Practicum,80227,THTR 42700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Kevin   Trudeau (P)
The Search for Faith,80333,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,8:00 am - 9:15 am,TR,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Dominic   Colonna (P)
The Search for Faith,80381,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,9:00 am - 9:50 am,MWF,De La Salle DL 202,"Aug 26, 2024 - Dec 14, 2024",Seminar,Robert L  Inglis (P)
The Search for Faith,80382,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,2:00 pm - 4:30 pm,M,De La Salle DL 230,"Aug 26, 2024 - Dec 14, 2024",Seminar,Maryellen   Collett (P)
The Search for Faith,80384,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 11:50 am,MWF,De La Salle DL 230,"Aug 26, 2024 - Dec 14, 2024",Seminar,Maryellen   Collett (P)
The Search for Faith,80420,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Blended Instructional Method,Class/Lecture,12:00 pm - 12:50 pm,MF,Harold White HW 126,"Aug 26, 2024 - Dec 14, 2024",Seminar,Robert L  Inglis (P)
The Search for Faith,80420,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Blended Instructional Method,Online,12:00 pm - 12:50 pm,W,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Robert L  Inglis (P)
The Search for Faith,80340,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 1:50 pm,MWF,Harold White HW 126,"Aug 26, 2024 - Dec 14, 2024",Seminar,Robert L  Inglis (P)
The Search for Faith,80387,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 8:30 pm,T,Academic Science Center AS 155A,"Aug 26, 2024 - Dec 14, 2024",Seminar,Christine A  Billups (P)
The Search for Faith,80390,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Blended Instructional Method,Online,TBA,T,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Elizabeth A  Sartell (P)
The Search for Faith,80390,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Blended Instructional Method,Class/Lecture,2:00 pm - 3:15 pm,R,Academic Science Center AS 118S,"Aug 26, 2024 - Dec 14, 2024",Seminar,Elizabeth A  Sartell (P)
The Search for Faith,80347,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,De La Salle DL 251,"Aug 26, 2024 - Dec 14, 2024",Seminar,Karen   Trimble Alliaume (P)
The Search for Faith,80392,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,4:00 pm - 6:30 pm,W,De La Salle DL 233,"Aug 26, 2024 - Dec 14, 2024",Seminar,Joanne   Kuttner (P)
The Search for Faith,80416,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Seminar Schedule Type,Traditional Instructional Method,Class/Lecture,10:00 am - 10:50 am,MWF,De La Salle DL 203,"Aug 26, 2024 - Dec 14, 2024",Seminar,Robert L  Inglis (P)
The Search for Faith,80349,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Stephen J  Shaw (P)
The Search for Faith,80354,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Michael   Blanchette (P)
The Search for Faith,80356,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Jason M  Renken (P)
The Search for Faith,80357,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Jason M  Renken (P)
The Search for Faith,80370,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Jun Yeon   Lee (P)
The Search for Faith,80373,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Jun Yeon   Lee (P)
The Search for Faith,80374,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Jun Yeon   Lee (P)
The Search for Faith,80378,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Michael   Woolf (P)
The Search for Faith,82000,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Michael   Woolf (P)
The Search for Faith,81701,THEO 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Seminar,Stephen J  Shaw (P)
The Search for Faith,81702,THEO 10000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Seminar,TBA
Introduction to Christian Theology,80423,THEO 10600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,9:00 am - 9:50 am,MWF,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Susan M  Simonaitis (P)
Introduction to Christian Theology,80425,THEO 10600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,9:30 am - 10:45 am,TR,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Juan   Escarfuller (P)
Introduction to Christian Theology,80428,THEO 10600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Seminar,Christina   Llanes (P)
